date,futures_id,contract_date,open,max,min,close,漲跌價,漲跌%,volume,settlement_price,open_interest,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,trading_session,價差對單式委託成交量,sess
2023/08/18,TX,202309,16422.0,16541.0,16320.0,16352.0,-104,-0.63%,118197,16353.0,64407.0,16352,16356,17386,11969,,一般,,day
2023/08/21,TX,202309,16348.0,16393.0,16266.0,16372.0,19,0.12%,58954,,,16370,16371,17386,11969,,盤後,,after
2023/08/21,TX,202309,16424.0,16474.0,16325.0,16351.0,-2,-0.01%,91744,16348.0,66185.0,16349,16352,17386,11969,,一般,,day
2023/08/22,TX,202309,16341.0,16484.0,16335.0,16474.0,126,0.77%,47324,,,16472,16474,17386,11969,,盤後,,after
2023/08/22,TX,202309,16495.0,16507.0,16380.0,16401.0,53,0.32%,86244,16400.0,64491.0,16399,16401,17386,11969,,一般,,day
2023/08/23,TX,202309,16433.0,16472.0,16334.0,16374.0,-26,-0.16%,49716,,,16369,16374,17386,11969,,盤後,,after
2023/08/23,TX,202309,16419.0,16561.0,16405.0,16559.0,159,0.97%,97878,16558.0,66814.0,16558,16560,17386,11969,,一般,,day
2023/08/24,TX,202309,16561.0,16765.0,16518.0,16762.0,204,1.23%,56512,,,16758,16763,17386,11969,,盤後,,after
2023/08/24,TX,202309,16788.0,16798.0,16670.0,16759.0,201,1.21%,108492,16756.0,63099.0,16758,16761,17386,11969,,一般,,day
2023/08/25,TX,202309,16549.0,16586.0,16415.0,16421.0,-335,-2.00%,99877,16426.0,68389.0,16421,16422,17386,11969,,一般,,day
